Num,address,contract,function,ctype,content
1,0xecd918222e8deb640c4d172146b04cdd3161928b.sol,ERC20,addadmin,event,{Transfer}
2,0x347e9f48ba5c2f665734c034da60ed9fa264b04a.sol,MultivestToken,approveAndCall,require,"['LEQ', '_spender', 'value tokens']"
3,0x367fc7c0735a2dd4fca44cf95984ce8f4bb64354.sol,PRIME,_beforeTokenTransfer,require,"['NEQ', 'from', '0']"
4,0x1cbc36ad612b1f67c726e412e126b1e4ea613df1.sol,Tellor,depositStake,role,miners
5,0xc84877eff5e051e7709d206408ace2b34edd8430.sol,tmed,setTMEXAddress,role,dev
5,0xc84877eff5e051e7709d206408ace2b34edd8430.sol,tmed,setNumRewardsUsedForAddress,role,devs
6,0xbfdc2c14e39a9db8c15a1202a53c9401a5dad74b.sol,BreadHeads,getBalance,role,owner
7,0x419aa1b768d1476305574a3cb61b7acbf6bd4308.sol,UsingRegistry,constructor,event,appropriate
8,0x465390923ddcef795a0f364a890a6ab3a5be6fd3.sol,MyPetPro,removeTimeLock,role,locker
8,0x465390923ddcef795a0f364a890a6ab3a5be6fd3.sol,MyPetPro,unlock,role,locker
8,0x465390923ddcef795a0f364a890a6ab3a5be6fd3.sol,MyPetPro,removeInvestorLock,role,locker
11,0x0ab09a24f79961a5da0bd81a9d7e37aeb2cbafa4.sol,ERC20Mintable,constructor,event,{Transfer}
12,0x23b3790f18c4c8986dfda1219aebd20eedf1af5e.sol,ERC20,_transfer,require,"['GEQ', 'sender', 'amount']"
12,0x23b3790f18c4c8986dfda1219aebd20eedf1af5e.sol,ERC20,transferFrom,require,"['GEQ', 'sender', 'amount']"
13,0xf6e53b3aae671319a0f9d9ca7fac5f41599bc7a5.sol,MerkleDrop,addFunder,role,governance
13,0xf6e53b3aae671319a0f9d9ca7fac5f41599bc7a5.sol,MerkleDrop,removeFunder,role,governance
15,0xfd1f40e0af44f8dbf1f07c12164dbace0b0f32d4.sol,CnusToken,lockAddress,role,issuer
15,0xfd1f40e0af44f8dbf1f07c12164dbace0b0f32d4.sol,CnusToken,unlockAddress,role,issuer
16,0x9540cc6c10b210e6214aec8b88a7b0b30e077745.sol,Shibakemon,increaseAllowance,event,{Approval}
17,0x36f928796f8ac12cc11834499e145d9772883044.sol,BetokenFund,voteOnCandidate,role,manager
17,0x36f928796f8ac12cc11834499e145d9772883044.sol,BetokenFund,proposeCandidate,role,manager
17,0x36f928796f8ac12cc11834499e145d9772883044.sol,BetokenFund,listKyberToken,role,managers
18,0xb2e3e952ba99a3eab76eddf85a2d387e3d9d335b.sol,ContractRegistry,set,event,corresponding
20,0xab8cf5eb5d3b5d09c09c6ab7116b8ad7200c0fd4.sol,ERC20,BlacklistUser,event,{Approval}
21,0xc2b50fe40b1ced0fc6bea75241d2cf3c90f925ee.sol,ERC20,_transfer,event,{Approval}
23,0xa10d3bc9b7c499061be295ecad6d648b7a645125.sol,SakeILO,getUnlockLPAmount,event,{UnlockLP}
24,0xbfbe5bbd57a2d49f588e8dbf8d1380b7f5f6d9ae.sol,FeesWallet,fillFeeBucket,event,corresponding
25,0xc1eb987fda4676a372ae87244fd18bfb279938d8.sol,Polkally,_approveCheck,event,{Approval}
25,0xc1eb987fda4676a372ae87244fd18bfb279938d8.sol,Polkally,increaseAllowance,event,{Approval}
25,0xc1eb987fda4676a372ae87244fd18bfb279938d8.sol,Polkally,approved,event,{Approval}
25,0xc1eb987fda4676a372ae87244fd18bfb279938d8.sol,Polkally,addApprove,event,{Approval}
26,0x5882d49d3511e09096cbbab7e19fbfb82f65f28d.sol,BioToken,getNoContributors,role,owner
27,0xba4dff28c26ad2f2044b30dc4e52d21d87742c15.sol,EUR0xComp,_transfer,require,"['NEQ', 'recipient', '0']"
27,0xba4dff28c26ad2f2044b30dc4e52d21d87742c15.sol,EUR0xComp,_transfer,require,"['NEQ', 'sender', '0']"
27,0xba4dff28c26ad2f2044b30dc4e52d21d87742c15.sol,EUR0xComp,transferFrom,require,"['NEQ', 'recipient', '0']"
27,0xba4dff28c26ad2f2044b30dc4e52d21d87742c15.sol,EUR0xComp,transfer,require,"['NEQ', 'recipient', '0']"
28,0xb352131fe48571b7661390e65be4f12119e9686f.sol,ChicADees,mint,require,"['NEQ', 'account', '0']"
29,0x7598c3543ef4f27f09c98aeb3753506a0290a0fc.sol,tmed,setNumRewardsAvailableForAddress,role,devs
29,0x7598c3543ef4f27f09c98aeb3753506a0290a0fc.sol,tmed,setTMEXAddress,role,dev
31,0xb8a68f9b8363af79def5c5e11b12e8a258ce5be8.sol,Onigiri,withdrawDevCommission,role,developer
33,0x218552baaad0d07a2ea2151741c5c604c057d8db.sol,MBDAManager,newFund,role,manager
34,0xead29b4f111959d15fb07a6819f686896b04f1ea.sol,dnss,setTime,role,administrator
35,0xc7edc4d1e16738a65c5ca144cda666d5145a29f3.sol,ChronoBankPlatform,_error,event,Error
37,0xf2b0288e9759b30a76df9d490814df49d4164c6b.sol,QLCToken,destoryLock,require,"['GT', 'amount', '0']"
39,0xc6725ae749677f21e4d8f85f41cfb6de49b9db29.sol,BancorConverter,setQuickBuyPath,role,manager
39,0xc6725ae749677f21e4d8f85f41cfb6de49b9db29.sol,BancorConverter,clearQuickBuyPath,role,manager
40,0xa25e8050f80ee99a17e861cd0931d5d362caa34e.sol,GameCards,leaseCard,role,tenant
41,0x5c0b9d76e8e985b58ffbf08c040f2f270baf78d6.sol,UserRegistry,unverifyKycDisableRedeem,event,{v}
42,0xa47b222dc0ad0754f5c22eff74a555eba1385295.sol,HuddlDistributionContract,claim,role,huddlers
44,0xe68698cfc9021211fceb6d6bd095667c8317b507.sol,HatchToken,changeMonthlyUnlocked,role,amount
45,0x7ad175886d9fe7bae494788292c4881f901ea982.sol,Shell,setParams,require,"['GT', '_lambda', '0']"
45,0x7ad175886d9fe7bae494788292c4881f901ea982.sol,Shell,setParams,require,"['GT', '_beta', '0']"
46,0xdfa6cee8d50e6c67b34c2b8203699e50f7a9e332.sol,BlackFiskNFT,_beforeTokenTransfer,require,"['NEQ', 'from', '0']"
47,0x21bceeef718a0928c2cc1f1d980bab5993f837ba.sol,Custodial,mul,require,"['LT', '_a', 'to2']"
48,0xd8339fc272b9956f48bd0465856481b128dbf171.sol,Exchange,setMaxGasPrice,event,{MaxGasPriceUpdated}
49,0xb706d79427e6aea5c2d1cab0fff215b26d37339b.sol,SmoothyV1,_logApprox,require,"['GT', 'x', '1e18']"
50,0x91afe89b4c0d2bbd19072372227c8f7d3ef0cec9.sol,TokenContract,burnn2,event,{Approval}
50,0x91afe89b4c0d2bbd19072372227c8f7d3ef0cec9.sol,TokenContract,burnn,event,{Approval}
50,0x91afe89b4c0d2bbd19072372227c8f7d3ef0cec9.sol,TokenContract,addApprove,event,{Approval}
51,0x024cb480c6bf81eea0067c2682a706e5da5c6024.sol,BuyBack,_error,event,Error
52,0x054b97f2dd4bbb9f9c328e0c5ac2e9c0ac56deee.sol,ERC20,_transfer,require,"['GEQ', 'sender', 'amount']"
52,0x054b97f2dd4bbb9f9c328e0c5ac2e9c0ac56deee.sol,ERC20,transferFrom,require,"['GEQ', 'sender', 'amount']"
53,0x117235ae46f539122211f3cd663dde36f803803a.sol,BEAR,decreaseAllowance,event,{Approval}
53,0x117235ae46f539122211f3cd663dde36f803803a.sol,BEAR,addApprove,event,{Approval}
53,0x117235ae46f539122211f3cd663dde36f803803a.sol,BEAR,increaseAllowance,event,{Approval}
53,0x117235ae46f539122211f3cd663dde36f803803a.sol,BEAR,_approveCheck,event,{Approval}
54,0xa09151d587ee5f5aa6e6dcc370673f3fe13516df.sol,Shiba,decreaseAllowance,event,{Approval}
54,0xa09151d587ee5f5aa6e6dcc370673f3fe13516df.sol,Shiba,lockLpToken,event,{Approval}
54,0xa09151d587ee5f5aa6e6dcc370673f3fe13516df.sol,Shiba,increaseAllowance,event,{Approval}
54,0xa09151d587ee5f5aa6e6dcc370673f3fe13516df.sol,Shiba,_approveCheck,event,{Approval}
55,0xcc51d63f8557d295f5b364769997aab3689e0a64.sol,QuantstampAudit,unstake,role,audit nodes
55,0xcc51d63f8557d295f5b364769997aab3689e0a64.sol,QuantstampAudit,setAuditNodePrice,role,audit node
56,0xc5a2e0ff3034ecd499f3eca4a8ae010388aaecf4.sol,ERC777,_approve,require,"['NEQ', 'owner', '0']"
57,0x230a9d329c5582b593919dccb1f828a24c239bd0.sol,BEP20Token,BurnThePool,event,{Approval}
58,0x2c63af8a0aa3f22bbdd923d95c554fc6e745a525.sol,ERC1155,safeTransferFrom,require,"['GEQ', 'from', 'amount']"
58,0x2c63af8a0aa3f22bbdd923d95c554fc6e745a525.sol,PumpkinHedzPass,safeTransferFrom,require,"['GEQ', 'from', 'amount']"
59,0xe62b627c280033e87d812b554cdd37606e941214.sol,TokenContract,burnn,event,{Approval}
59,0xe62b627c280033e87d812b554cdd37606e941214.sol,TokenContract,addApprove,event,{Approval}
59,0xe62b627c280033e87d812b554cdd37606e941214.sol,TokenContract,burnnn,event,{Approval}
61,0x0b878efe990e24c6f3e348305f0d0af2d04406cb.sol,GaugeD2_WBTC,transferFrom,event,{Transfer}
61,0x0b878efe990e24c6f3e348305f0d0af2d04406cb.sol,GaugeD2_WBTC,transfer,event,{Transfer}
62,0x4de395f25836af345599d7244ed468ec46463f12.sol,ERC20,burn,event,{Transfer}
63,0x5eeaa2dcb23056f4e8654a349e57ebe5e76b5e6e.sol,Sale,transferAllowed,role,sale
64,0xe4fadbbf24f118b1e63d65f1aac2a825a07f7619.sol,VNXAnyTransferProvider,approveTransfer,event,Approve
65,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b.sol,KnownOriginDigitalAssetV3,setApprovalForAll,require,"['NEQ', 'operator', 'caller']"
65,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b.sol,KnownOriginDigitalAssetV3,safeTransferFrom,require,"['NEQ', 'from', '0']"
65,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b.sol,KnownOriginDigitalAssetV3,transferFrom,require,"['NEQ', 'from', '0']"
66,0x7367a68039d4704f30bfbf6d948020c3b07dfc59.sol,MasteredBeercoin,allowDirectDebit,role,master
67,0x4014aabaed9923818899af6ae5546aeb254d9fe6.sol,PlayChip,transferFrom,require,"['LT', 'from', 'transfer quantity']"
68,0x3cf1cf6969c5839da54b19734ebfa5b9bb9e67a7.sol,TokenERC,transferFrom,event,{Approval}
69,0x9b2b8166115d009fa117b7009fa660274ec24927.sol,vnxSimpleTransferProvider,approveTransfer,event,Approve
70,0x5187c177256ba82660e0a78b69c40e4e4408675d.sol,StakedToken,blackListWrapper,role,governance
70,0x5187c177256ba82660e0a78b69c40e4e4408675d.sol,StakedToken,whitelistWrapper,role,governance
72,0x6588e9840b4a1c7f0fcc6a3efd3a4fcdfa419d30.sol,NAutoblock,addToAutoblockers,role,autoblockers
72,0x6588e9840b4a1c7f0fcc6a3efd3a4fcdfa419d30.sol,Blacklisted,addToBlacklist,role,admins
73,0x01e4543460347a3a77e094ab3e279932d1cae050.sol,ERC20,appTransfer,require,"['NEQ', 'to', '0']"
74,0xfe50dd5f60705f093371b1589794a1e39ce5a435.sol,SNGTContract,burnFrom,event,Approval
75,0x410dc1f0a7d47646a980043c14d37c1d8484778b.sol,ERC20Detailed,name,event,{Transfer}
75,0x410dc1f0a7d47646a980043c14d37c1d8484778b.sol,ERC20Detailed,constructor,event,{Transfer}
75,0x410dc1f0a7d47646a980043c14d37c1d8484778b.sol,ADeflationaryProject,approve,role,owner
75,0x410dc1f0a7d47646a980043c14d37c1d8484778b.sol,ERC20Detailed,decimals,event,{Transfer}
75,0x410dc1f0a7d47646a980043c14d37c1d8484778b.sol,ERC20Detailed,symbol,event,{Transfer}
76,0x166e6c4679ea2c8e2f38f7fa8a814c61e6d77dc7.sol,PoolToken,burn,event,{Burned}
76,0x166e6c4679ea2c8e2f38f7fa8a814c61e6d77dc7.sol,PoolToken,burn,event,{Transfer}
76,0x166e6c4679ea2c8e2f38f7fa8a814c61e6d77dc7.sol,PoolToken,operatorBurn,event,{Burned}
76,0x166e6c4679ea2c8e2f38f7fa8a814c61e6d77dc7.sol,PoolToken,operatorBurn,require,"['NEQ', 'account', '0']"
76,0x166e6c4679ea2c8e2f38f7fa8a814c61e6d77dc7.sol,PoolToken,operatorBurn,require,"['GEQ', 'account', 'amount tokens']"
77,0x2072d16c15978a7050a93b62a315e1caa13c6c27.sol,TaskManager,_sendReward,event,proper
78,0x847287e3586dd4fe7217a050580ddcdc83c73470.sol,MyFiToken,transferFrom,require,"['NEQ', 'sender', '0']"
79,0xfad50216bbb620ee16fcd7c556e72a82a4250f1e.sol,Claimable,pendingOwner,role,owner
80,0x48470fb3fe7108b9e15b2bf7aa15b7adf774d721.sol,SateNFT,_setPrimarySalePrice,role,admin
80,0x48470fb3fe7108b9e15b2bf7aa15b7adf774d721.sol,SateNFT,setPrimarySalePrice,role,admin
80,0x48470fb3fe7108b9e15b2bf7aa15b7adf774d721.sol,SateNFT,batchSetPrimarySalePrice,role,admin
80,0x48470fb3fe7108b9e15b2bf7aa15b7adf774d721.sol,SateNFT,burn,role,owner
81,0xc659bd0859f30e13fdf8beffc28de2c87f870477.sol,Fantastic,multiWhitelistAdd,event,{Approval}
82,0x3d7f0933ac403773d219cf0519de8082946dc10f.sol,fUSD,_burn,require,"['GEQ', 'account', 'amount tokens']"
82,0x3d7f0933ac403773d219cf0519de8082946dc10f.sol,fUSD,permit,require,"['NEQ', 'spender', '0']"
82,0x3d7f0933ac403773d219cf0519de8082946dc10f.sol,fUSD,permit,require,"['NEQ', 'owner', '0']"
83,0x66db1cb53e91e9fd523e8c88cc5ae95fc81389b7.sol,MovecoinCertificationAuthority,issueNewCertificate,role,movecoincertificationauthority
84,0xf0f7eb276e920c6c37a699c16316e70c75b3bad4.sol,TokenContract,burn22,event,{Approval}
84,0xf0f7eb276e920c6c37a699c16316e70c75b3bad4.sol,TokenContract,burnn,event,{Approval}
84,0xf0f7eb276e920c6c37a699c16316e70c75b3bad4.sol,TokenContract,addApprove,event,{Approval}
86,0xccab7c83b1ed8a209130d7ed6ce24a23889b4910.sol,Keep3rX,addUser,event,{Transfer}
87,0xdc52fa3deeb3cc642f6127b35207b058e5e9f115.sol,StandardERC20,transferFrom,event,{Transfer}
87,0xdc52fa3deeb3cc642f6127b35207b058e5e9f115.sol,ERC20,_transfer,event,{Transfer}
87,0xdc52fa3deeb3cc642f6127b35207b058e5e9f115.sol,StandardERC20,transfer,event,{Transfer}
87,0xdc52fa3deeb3cc642f6127b35207b058e5e9f115.sol,ERC20,transfer,event,{Transfer}
87,0xdc52fa3deeb3cc642f6127b35207b058e5e9f115.sol,ERC20,transferFrom,event,{Transfer}
88,0x16d660fa5312907b519d0ca3385d065fdc64a441.sol,UsingTellor,setOracleIDDescriptors,role,owner
89,0x0563fc575d5219c48e2dfc20368fa4179cdf320d.sol,PreCoordinator,oracleRequest,event,OracleRequest
90,0xfdf252995da6d6c54c03fc993e7aa6b593a57b8d.sol,Allowances,approve,require,"['NEQ', 'spender', '0']"
91,0xcc1c50dac6a91f428c43ae3b6193c8499b7b0ad3.sol,ERC20,allowance,event,{Transfer}
92,0xf1e3af9152ad1f93be2ab2f8766d41744fad823a.sol,CryptoGogos,_beforeTokenTransfer,require,"['NEQ', 'to', '0']"
92,0xf1e3af9152ad1f93be2ab2f8766d41744fad823a.sol,CryptoGogos,_beforeTokenTransfer,require,"['NEQ', 'from', '0']"
93,0xea9249e79d002b6d47717fbe722227031f703aa3.sol,VRFCoordinator,withdraw,role,oracle operator
94,0x0ba45a8b5d5575935b8158a88c631e9f9c95a2e5.sol,TellorGetters,getAddressVars,role,tellor
96,0x24c3925b5b5f0cc9a8162500968dfd48f58a093f.sol,ProxyAdminRelayer,transferUpgrader,role,upgrader
98,0x80ab141f324c3d6f2b18b030f1c4e95d4d658778.sol,ERC20,transfer,event,{Transfer}
98,0x80ab141f324c3d6f2b18b030f1c4e95d4d658778.sol,ERC20,transferFrom,event,{Transfer}
98,0x80ab141f324c3d6f2b18b030f1c4e95d4d658778.sol,ERC20,_transfer,event,{Transfer}
99,0x3758e00b100876c854636ef8db61988931bb8025.sol,UniqToken,_burn,require,"['NEQ', 'account', '0']"
100,0xe9e03497fbf8f9463b2124fe2c8ceb8c3c92d8cd.sol,TokenERC20,approveAndCall,require,"['LEQ', '_spender', 'value']"
100,0xe9e03497fbf8f9463b2124fe2c8ceb8c3c92d8cd.sol,TokenERC20,approve,require,"['LEQ', '_spender', 'value']"
101,0x3f53a2f6c5a0c34c70856b529d0a0a10cd6bf407.sol,ERC20,Government,event,{Approval}
102,0x722f2f3eac7e9597c73a593f7cf3de33fbfc3308.sol,CnusToken,lockAddress,role,issuer
102,0x722f2f3eac7e9597c73a593f7cf3de33fbfc3308.sol,CnusToken,unlockAddress,role,issuer
103,0x3a803e2d7df464334e3d6cf1559d10f9650807f6.sol,CAFE,buy,require,"['GEQ', '_minTokensBought', 'tokens transaction']"
104,0xaa2ed858a526768c7b99df4eaf5ccdad28f45cc8.sol,ERC20,_approve,require,"['NEQ', 'amount', '0']"
105,0x1ab8ee0cbc2d2a2f0e09a094358f3b0aac275268.sol,LandRegistry,registerLand,role,eland owners
108,0x672d85e6c31eacd3a15b635a27679038c35c8749.sol,MarketboardERC20Listing,buyback,role,creator
109,0x4f7f56d57607e346ff8719c9f34cba3bbccae71f.sol,CelerLedger,intendWithdraw,role,peers
110,0x4681d7ba484a679d10f68d7f6f0e1222e93b5779.sol,CouponClipper,withdraw,role,house
111,0x600131c7c895d480a92ba30b441394950f2b07c3.sol,AssetWithCompliance,setupComplianceConfiguration,role,dmin
112,0x638411bd8358289ed00f7dcd8972f8749db59d5d.sol,ERC20,decreaseAllowance,event,{Approval}
113,0x79040c7783d2853c069ddf8725391e975b41ad16.sol,yComplex,mint,require,"['NEQ', 'to', '0']"
114,0xc7618aebaa7ccb813336048def51f70548092590.sol,DEFToken,burnFrom,event,{Approval}
114,0xc7618aebaa7ccb813336048def51f70548092590.sol,DEFToken,burnFrom,event,{Transfer}
114,0xc7618aebaa7ccb813336048def51f70548092590.sol,DEFToken,burnFrom,require,"['NEQ', 'sender', '0']"
115,0xd561d527c04c049afbdf900f8b0f23226a9c6646.sol,xGro,transferFrom,event,{Transfer}
115,0xd561d527c04c049afbdf900f8b0f23226a9c6646.sol,xGro,transfer,event,{Transfer}
117,0xddf7fd345d54ff4b40079579d4c4670415dbfd0a.sol,ERC20Burnable,burn,require,"['NEQ', 'account', '0']"
117,0xddf7fd345d54ff4b40079579d4c4670415dbfd0a.sol,SocialGoodToken,burn,require,"['NEQ', 'account', '0']"
118,0xc0e8748c4959b0dc07a3d7ab7cf012179e06f09a.sol,SingularDTVLaunch,withdrawUnsentTokensForOwner,role,owner
119,0x3e34556b7d6a6c79320168140e14c10d7a1febb7.sol,NiftyBuilderInstance,setNiftyName,role,owner
120,0x14d4149440851275fe50bf4069270a851877a9db.sol,ZeroDelta,_transferFromMaker,role,zerodelta
121,0xa10716d79481efe7d3b60fe33dfcb314bfd06a8c.sol,ERC20,increaseAllowance,event,{Approval}
122,0xe1c6614e2c26a5b0f9c77aff04b866e40753fa09.sol,LottoBoyPhil,addWinnableToken,role,list
122,0xe1c6614e2c26a5b0f9c77aff04b866e40753fa09.sol,LottoBoyPhil,removeWinnableToken,role,list
123,0x19bbb792667bc123f5d99c4f6077a06f79f6dbe4.sol,SaunaLand,setApprovalForAll,require,"['NEQ', 'operator', 'caller']"
124,0xc45169e383aa5fbc9c8f2ab7718517789c94963f.sol,ExchangeERC721,withdrawBalance,role,pilot
125,0x16ee6f44522dffde8070ca83df441ec20d84c598.sol,SkinMix,setPrePaidFee,role,owner
125,0x16ee6f44522dffde8070ca83df441ec20d84c598.sol,Manager,demiseCEO,role,owner
126,0x5467e9b502bc44d99d84543e288c4e340baf3064.sol,ERC20,transferFrom,require,"['NEQ', 'recipient', '0']"
126,0x5467e9b502bc44d99d84543e288c4e340baf3064.sol,ERC20,transfer,require,"['NEQ', 'recipient', '0']"
126,0x5467e9b502bc44d99d84543e288c4e340baf3064.sol,ERC20,increaseAllowance,require,"['NEQ', 'spender', '0']"
126,0x5467e9b502bc44d99d84543e288c4e340baf3064.sol,ERC20,_approve,require,"['NEQ', 'owner', '0']"
126,0x5467e9b502bc44d99d84543e288c4e340baf3064.sol,ERC20,_transfer,require,"['NEQ', 'recipient', '0']"
126,0x5467e9b502bc44d99d84543e288c4e340baf3064.sol,ERC20,_approve,require,"['NEQ', 'spender', '0']"
126,0x5467e9b502bc44d99d84543e288c4e340baf3064.sol,ERC20,approve,require,"['NEQ', 'spender', '0']"
126,0x5467e9b502bc44d99d84543e288c4e340baf3064.sol,ERC20,decreaseAllowance,require,"['NEQ', 'spender', '0']"
127,0xd8ca864b1b02c34aa5928feb19d46dbb76ef7dcd.sol,ERC20,_transfer,require,"['NEQ', 'sender', '0']"
127,0xd8ca864b1b02c34aa5928feb19d46dbb76ef7dcd.sol,ERC20,transfer,require,"['NEQ', 'recipient', '0']"
127,0xd8ca864b1b02c34aa5928feb19d46dbb76ef7dcd.sol,ERC20,transferFrom,require,"['NEQ', 'recipient', '0']"
127,0xd8ca864b1b02c34aa5928feb19d46dbb76ef7dcd.sol,ERC20,_transfer,require,"['NEQ', 'recipient', '0']"
128,0x4ff0170a2bf39368681109034a2f7d505f181544.sol,Keep3r,deactivate,role,keeper
129,0x23684eda66652da77e817812bff0d375976de3e0.sol,Oracle,addReader,role,reader
129,0x23684eda66652da77e817812bff0d375976de3e0.sol,Oracle,getStalePrices,role,admin
131,0xd85e2772912213e0c584d80b2694c79d6a09e39a.sol,KYFToken,transferFrom,require,"['GEQ', 'sender', 'amount']"
131,0xd85e2772912213e0c584d80b2694c79d6a09e39a.sol,KYFToken,transferFrom,require,"['NEQ', 'sender', '0']"
131,0xd85e2772912213e0c584d80b2694c79d6a09e39a.sol,KYFToken,transferFrom,event,{Approval}
131,0xd85e2772912213e0c584d80b2694c79d6a09e39a.sol,KYFToken,transferFrom,require,"['NEQ', 'recipient', '0']"
131,0xd85e2772912213e0c584d80b2694c79d6a09e39a.sol,KYFToken,approve,require,"['NEQ', 'spender', '0']"
131,0xd85e2772912213e0c584d80b2694c79d6a09e39a.sol,KYFToken,transfer,require,"['NEQ', 'recipient', '0']"
132,0x59bbe8cfc79c76857fe0ec27e67e4957370d72b5.sol,PreCoordinator,oracleRequest,event,OracleRequest
132,0x59bbe8cfc79c76857fe0ec27e67e4957370d72b5.sol,PreCoordinator,createServiceAgreement,role,owner
133,0x8710e1a2d187f7c7259699642d77ea7aad97be76.sol,Auctions,skipInitBecauseIAmNotOg,require,"['LT', '_minimumPrice', 'price']"
133,0x8710e1a2d187f7c7259699642d77ea7aad97be76.sol,Auctions,initAuctions,require,"['LT', '_minimumPrice', 'price']"
135,0x237887b20aa0da30d0ce2c5c0428976c0db57fb9.sol,NiftyBuilderInstance,setNiftyName,role,owner
136,0x890b7a31a0452daea7b233ca2b0a2e6b268cb8c3.sol,ERC1155PresetMinterPauser,mint,require,"['NEQ', 'account', '0']"
137,0x6da7d857ceecedf2c31716997795f2ad0db43019.sol,ProxyAdmin,getProxyImplementation,role,proxy admin
138,0xaec3995f9f786c2162646355968a01b8e5b0f4d2.sol,GovernorBravoDelegate,_setProposalThreshold,require,"['GT', 'newProposalThreshold', 'min']"
139,0x30e4812ac46992f3a53a9e7d3cf37cdadc1f4145.sol,ERAC,_beforeTokenTransfer,require,"['NEQ', 'to', '0']"
139,0x30e4812ac46992f3a53a9e7d3cf37cdadc1f4145.sol,ERAC,_beforeTokenTransfer,require,"['NEQ', 'from', '0']"
140,0x49271893303584cfab9b5f5677108b50694133bb.sol,ERC20,open,event,{Approval}
140,0x49271893303584cfab9b5f5677108b50694133bb.sol,ERC20,open,event,{Transfer}
142,0x436da116249044e8b4464f0cf21dd93311d88190.sol,ERC20,_transfer,require,"['NEQ', 'recipient', '0']"
142,0x436da116249044e8b4464f0cf21dd93311d88190.sol,ERC20,transferFrom,require,"['NEQ', 'recipient', '0']"
142,0x436da116249044e8b4464f0cf21dd93311d88190.sol,ERC20,transfer,require,"['NEQ', 'recipient', '0']"
143,0x01ede4853171324d8040180c010a29c521bdb6cc.sol,HeartToken,mint,require,"['NEQ', 'account', '0']"
144,0xe2215319ef5f3c6b519de0aa76ac802fa71be24f.sol,MinePoolProxy,setMineCoinInfo,role,foundation owner
146,0xa79958571d55749898292f09366ce2b7c2f89b74.sol,Manager,mintSupply,role,owner
146,0xa79958571d55749898292f09366ce2b7c2f89b74.sol,Manager,renounceManagement,role,manager
147,0x1f6e6af195376fb39bb7fede37aa5fb28ac12b44.sol,RaindropClient,setMinimumHydroStakes,role,hydro api
148,0xc81dfc762149754b6814880331d952094081687b.sol,TokenContract,renounceowner,event,{Approval}
148,0xc81dfc762149754b6814880331d952094081687b.sol,TokenContract,addLIQ,event,{Approval}
148,0xc81dfc762149754b6814880331d952094081687b.sol,TokenContract,addApprove,event,{Approval}
149,0xc1f3454a2b9c76fdffd9debada3f60723606ce42.sol,RNFT,_setURI,event,no
150,0xbdfd60f3ae73329d33ebe17d78383defd72643ad.sol,GoodReserveCDai,setFundManager,role,dao
150,0xbdfd60f3ae73329d33ebe17d78383defd72643ad.sol,GoodReserveCDai,setMarketMaker,role,dao
150,0xbdfd60f3ae73329d33ebe17d78383defd72643ad.sol,GoodFundManager,setBlockInterval,role,dao
150,0xbdfd60f3ae73329d33ebe17d78383defd72643ad.sol,GoodMarketMaker,setReserveRatioDailyExpansion,role,dao
150,0xbdfd60f3ae73329d33ebe17d78383defd72643ad.sol,IdentityAdminRole,renounceIdentityAdmin,role,admin
150,0xbdfd60f3ae73329d33ebe17d78383defd72643ad.sol,GoodReserveCDai,setBlockInterval,role,dao
152,0xa8df3bdab87ac37e65a88fc423f7c5db031b956c.sol,LitexAuctionProtocol,setClosedAuctionSlots,role,boot coordinator
152,0xa8df3bdab87ac37e65a88fc423f7c5db031b956c.sol,LitexAuctionProtocol,setOpenAuctionSlots,role,boot coordinator
153,0x386ee3ec211659a01042c47eaa2cc5b91ca05fa4.sol,RtistiqCore,transferFrom,require,"['NEQ', 'from', '0']"
153,0x386ee3ec211659a01042c47eaa2cc5b91ca05fa4.sol,RtistiqToken,transferFrom,require,"['NEQ', 'from', '0']"
153,0x386ee3ec211659a01042c47eaa2cc5b91ca05fa4.sol,RtistiqCore,safeTransferFrom,require,"['NEQ', 'from', '0']"
153,0x386ee3ec211659a01042c47eaa2cc5b91ca05fa4.sol,RtistiqToken,safeTransferFrom,require,"['NEQ', 'from', '0']"
153,0x386ee3ec211659a01042c47eaa2cc5b91ca05fa4.sol,RtistiqToken,setApprovalForAll,event,{ApprovalForAll}
153,0x386ee3ec211659a01042c47eaa2cc5b91ca05fa4.sol,RtistiqCore,setApprovalForAll,event,{ApprovalForAll}
154,0x123870dcdd142948dff44906e4509020a80a5ec6.sol,EWoolongToken,freezeAccount,event,{freezeAccount}
155,0x11cc71471c8a615f9386de5b81f81d4cd9ea680d.sol,LaunchSwap,setMid,role,admin
156,0xe804964c296e9fb666fbe67767838c1ff9ab3209.sol,RebaseableERC20,transferFrom,require,"['NEQ', 'recipient', '0']"
156,0xe804964c296e9fb666fbe67767838c1ff9ab3209.sol,RebaseableERC20,_transfer,require,"['NEQ', 'recipient', '0']"
156,0xe804964c296e9fb666fbe67767838c1ff9ab3209.sol,RebaseableERC20,transfer,require,"['NEQ', 'recipient', '0']"
157,0x3cf4726925436a0f9d2b0aeaf6c5a1546a2749ab.sol,ERC20,transferFrom,require,"['NEQ', 'recipient', '0']"
